label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.6378179788589478,0.678352952003479,3.5174994650333247e-07,0.5598148703575134,0.6357108950614929,-0.020351756364107132,0.5063990950584412,0.5536940693855286,-0.027132710441946983,0.48385506868362427,0.4758232831954956,-0.033736541867256165,0.46314799785614014,0.41022858023643494,-0.03990289568901062,0.5547583699226379,0.41784900426864624,-0.0008217015420086682,0.5319675207138062,0.32994362711906433,-0.015964925289154053,0.5179742574691772,0.2745751440525055,-0.032556500285863876,0.5082683563232422,0.22060826420783997,-0.04673466831445694,0.6033605337142944,0.4017137587070465,-0.0073555526323616505,0.5973240733146667,0.29675722122192383,-0.0197854395955801,0.5930920839309692,0.22937516868114471,-0.036095086485147476,0.5890458226203918,0.16795602440834045,-0.049943286925554276,0.6472789645195007,0.41064247488975525,-0.018977083265781403,0.6466625332832336,0.3128584623336792,-0.036800432950258255,0.6384528279304504,0.24933300912380219,-0.05235675349831581,0.6282032132148743,0.18952083587646484,-0.06454028934240341,0.6890105605125427,0.43774381279945374,-0.033024486154317856,0.7085029482841492,0.3587823212146759,-0.05107489228248596,0.7164208889007568,0.30247536301612854,-0.06138820946216583,0.7191405296325684,0.24654735624790192,-0.06940732896327972
A,0.01238836720585823,0.5461472272872925,2.4952621302531952e-08,0.0011472385376691818,0.44405901432037354,0.08503897488117218,0.004228129982948303,0.36249682307243347,0.12337960302829742,0.0143988486379385,0.31374791264533997,0.14306406676769257,0.028396913781762123,0.27028071880340576,0.1616080403327942,-0.028307361528277397,0.32556644082069397,0.0906406044960022,-0.030521703884005547,0.21564194560050964,0.10889437049627304,-0.026153115555644035,0.15330639481544495,0.12532079219818115,-0.01397298090159893,0.10262711346149445,0.13670124113559723,-0.012681165710091591,0.3128211796283722,0.04716004431247711,-0.012039082124829292,0.18899771571159363,0.057472165673971176,0.004800848662853241,0.1202213317155838,0.06873077154159546,0.023629378527402878,0.07943806052207947,0.07918693125247955,0.01911281794309616,0.314156174659729,0.007529659662395716,0.03356870263814926,0.20388111472129822,0.015299994498491287,0.06348779052495956,0.15782414376735687,0.025063317269086838,0.08791355788707733,0.13416558504104614,0.0334952138364315,0.06536291539669037,0.3206678032875061,-0.025794807821512222,0.08160197734832764,0.2251826971769333,-0.01654726453125477,0.1057647243142128,0.19245567917823792,-0.005559468176215887,0.1315019726753235,0.18179340660572052,0.003488752990961075
A,0.6255567073822021,0.6815524697303772,5.250386720945244e-07,0.6843124032020569,0.6130772829055786,0.001875906134955585,0.7177308797836304,0.5400181412696838,-0.004008456598967314,0.7283943295478821,0.47013628482818604,-0.010152909904718399,0.7378491163253784,0.4145917594432831,-0.018327947705984116,0.6820088624954224,0.4747268259525299,-0.03140333294868469,0.7123829126358032,0.3650701940059662,-0.04973787069320679,0.7276598811149597,0.2948342561721802,-0.059164922684431076,0.7365502715110779,0.23833072185516357,-0.0649370476603508,0.6402788162231445,0.46990808844566345,-0.04113173484802246,0.6484388709068298,0.35463935136795044,-0.05903902277350426,0.6500082015991211,0.27932095527648926,-0.06946185231208801,0.6480968594551086,0.21967217326164246,-0.07743138819932938,0.5968379378318787,0.48045045137405396,-0.04877127707004547,0.5869786143302917,0.3695434331893921,-0.06582237035036087,0.5834622383117676,0.29822856187820435,-0.07742578536272049,0.5809202194213867,0.2431863397359848,-0.08563154935836792,0.554610013961792,0.5015056133270264,-0.054551586508750916,0.525517463684082,0.4169032573699951,-0.0729619488120079,0.5097076892852783,0.36433565616607666,-0.08219870924949646,0.4974821209907532,0.3186798393726349,-0.08683711290359497
A,0.2955969274044037,0.7993123531341553,4.0537258882977767e-07,0.3640955984592438,0.7942882776260376,-0.017780428752303123,0.4233238399028778,0.7584092020988464,-0.02492014318704605,0.4618564546108246,0.7249460220336914,-0.03228345513343811,0.49160897731781006,0.7008680701255798,-0.03992684185504913,0.40004080533981323,0.6156432032585144,-0.0066352346912026405,0.4326627552509308,0.5467140674591064,-0.019880415871739388,0.4523531198501587,0.5077449083328247,-0.03344191238284111,0.46838071942329407,0.4731178879737854,-0.04325546324253082,0.36714115738868713,0.5923668146133423,-0.011574208736419678,0.3984433710575104,0.508689284324646,-0.02166907861828804,0.4182334244251251,0.4568154215812683,-0.034582316875457764,0.43323034048080444,0.4127867817878723,-0.04493039846420288,0.33101925253868103,0.5859715342521667,-0.020017921924591064,0.35772162675857544,0.5034447908401489,-0.031808022409677505,0.3780435621738434,0.4544530510902405,-0.044287554919719696,0.39596667885780334,0.41345301270484924,-0.05350204184651375,0.29018649458885193,0.5932260751724243,-0.03055296652019024,0.2949213981628418,0.5212106704711914,-0.04279126971960068,0.30274099111557007,0.4760029911994934,-0.04922871291637421,0.31256523728370667,0.436543345451355,-0.0537010058760643
A,0.28877586126327515,0.8058507442474365,2.319491017033215e-07,0.2780086398124695,0.7214714288711548,-0.0022787307389080524,0.28644824028015137,0.6482577919960022,-0.008633730933070183,0.2977234721183777,0.5915417671203613,-0.015314802527427673,0.29366564750671387,0.5456940531730652,-0.023196689784526825,0.37656182050704956,0.6365135908126831,-0.015706034377217293,0.422481894493103,0.5588335990905762,-0.025834595784544945,0.4509679973125458,0.517708420753479,-0.0321185402572155,0.4730169475078583,0.4885513186454773,-0.03610474243760109,0.4045151472091675,0.6706733703613281,-0.02299724519252777,0.4653012156486511,0.5989315509796143,-0.029107635840773582,0.4981619715690613,0.5598704814910889,-0.03302350267767906,0.5201930999755859,0.5336380004882812,-0.03623289614915848,0.42252233624458313,0.7152277231216431,-0.030332323163747787,0.48136603832244873,0.6508476734161377,-0.0384521558880806,0.5120408535003662,0.6144073605537415,-0.04414568096399307,0.5315829515457153,0.586283802986145,-0.048395588994026184,0.43231984972953796,0.7657859921455383,-0.03742467239499092,0.485710084438324,0.7387862205505371,-0.04578247293829918,0.5179946422576904,0.7215929627418518,-0.047871459275484085,0.5439366102218628,0.7049121856689453,-0.048569101840257645
A,0.6025851964950562,0.7748962640762329,3.966440829117346e-07,0.5368143916130066,0.7606143355369568,-0.026723623275756836,0.47601985931396484,0.7207566499710083,-0.04190438613295555,0.4301954209804535,0.6891164779663086,-0.056231290102005005,0.3903125822544098,0.6688833236694336,-0.06968885660171509,0.48512059450149536,0.5787918567657471,-0.008507502265274525,0.45275062322616577,0.5156465768814087,-0.024426059797406197,0.4320324659347534,0.4777185022830963,-0.040488068014383316,0.4156110882759094,0.44164201617240906,-0.0530967116355896,0.5223742723464966,0.5507591962814331,-0.01099934708327055,0.5045793056488037,0.46910202503204346,-0.02246333286166191,0.4931093156337738,0.418362021446228,-0.033824946731328964,0.48258376121520996,0.3735463321208954,-0.043039001524448395,0.561683177947998,0.5429089665412903,-0.0191869605332613,0.5522615909576416,0.46271833777427673,-0.03377760201692581,0.5414201021194458,0.4133181869983673,-0.042839165776968,0.528454065322876,0.37012410163879395,-0.04930514097213745,0.6009243130683899,0.5515093803405762,-0.03075241856276989,0.6018013954162598,0.48064884543418884,-0.04385409131646156,0.5966802835464478,0.43374016880989075,-0.04923729598522186,0.5867889523506165,0.39070361852645874,-0.053049489855766296
A,0.6467370390892029,0.7443568706512451,3.514822424222075e-07,0.6679527759552002,0.6503818035125732,0.0053546130657196045,0.6588912010192871,0.5788445472717285,0.004611642099916935,0.6358832716941833,0.5283822417259216,0.0030639315955340862,0.6251600384712219,0.48502904176712036,0.000273668032605201,0.5832301378250122,0.5507003664970398,-0.018069054931402206,0.5526398420333862,0.4585949778556824,-0.028826680034399033,0.529236912727356,0.4054063558578491,-0.03271694853901863,0.5091080665588379,0.36766159534454346,-0.03495609015226364,0.5484219193458557,0.577888011932373,-0.025896428152918816,0.4945191740989685,0.49492257833480835,-0.038520120084285736,0.45837539434432983,0.4484728276729584,-0.042801275849342346,0.4299987256526947,0.4160403907299042,-0.044779013842344284,0.524398922920227,0.6185234785079956,-0.03174341842532158,0.4636906683444977,0.5565903782844543,-0.04373832792043686,0.4256138801574707,0.5218777656555176,-0.05198409780859947,0.39729177951812744,0.49651259183883667,-0.056925270706415176,0.5115965604782104,0.6697149872779846,-0.03565278276801109,0.45633137226104736,0.6555141806602478,-0.048015907406806946,0.4197474718093872,0.6463967561721802,-0.05407673120498657,0.39091384410858154,0.6375277638435364,-0.05602916702628136
A,0.6052477955818176,0.7971941232681274,-8.181510224858357e-08,0.537749171257019,0.7724449634552002,-0.01661461405456066,0.484648734331131,0.7234981060028076,-0.02683839574456215,0.4514017701148987,0.6809608936309814,-0.03972577676177025,0.42714646458625793,0.6326001882553101,-0.04987124353647232,0.5116845369338989,0.5849171876907349,0.007110698148608208,0.49534666538238525,0.5202358961105347,-0.017662059515714645,0.48001521825790405,0.5132980942726135,-0.04114317521452904,0.4719204306602478,0.5337966680526733,-0.05316485837101936,0.5458255410194397,0.5638819336891174,0.00011752443242585286,0.5377459526062012,0.46867990493774414,-0.021068666130304337,0.5222141146659851,0.4598332643508911,-0.038128774613142014,0.5157163739204407,0.4928353428840637,-0.045348115265369415,0.5809985995292664,0.5630068778991699,-0.012555155903100967,0.581067681312561,0.4733138680458069,-0.030757419764995575,0.5613662600517273,0.4715973734855652,-0.03940203785896301,0.5502761602401733,0.5066364407539368,-0.040801066905260086,0.6186458468437195,0.5819526314735413,-0.028127117082476616,0.6239876747131348,0.5057597160339355,-0.04083918780088425,0.6059591770172119,0.5023553967475891,-0.043491117656230927,0.5903998613357544,0.5351461172103882,-0.04190337285399437
A,0.6541868448257446,0.7505081295967102,-4.035861422835296e-08,0.653012216091156,0.6698382496833801,0.015879971906542778,0.629471480846405,0.5947144627571106,0.018587933853268623,0.6063823103904724,0.5388110876083374,0.01655569300055504,0.600599467754364,0.49091392755508423,0.011812730692327023,0.5644986629486084,0.5568191409111023,0.0026891320012509823,0.5229976177215576,0.48329824209213257,-0.0056816223077476025,0.49956873059272766,0.4324345886707306,-0.010865185409784317,0.48382410407066345,0.3934478163719177,-0.01440441608428955,0.5403692126274109,0.5834668874740601,-0.008464742451906204,0.47803205251693726,0.5869454741477966,-0.015884488821029663,0.48851215839385986,0.6205371022224426,-0.012640155851840973,0.5114619135856628,0.6352529525756836,-0.009115243330597878,0.5223161578178406,0.626839816570282,-0.01774851232767105,0.4706345200538635,0.6384055018424988,-0.023844173178076744,0.48436665534973145,0.6664904952049255,-0.012385500594973564,0.5063623785972595,0.6743947267532349,-0.0036919189151376486,0.5086013078689575,0.6769689321517944,-0.025689084082841873,0.46389836072921753,0.6833857297897339,-0.028155069798231125,0.4781142473220825,0.706080436706543,-0.016354866325855255,0.49750351905822754,0.7174321413040161,-0.005079977679997683
A,0.5955617427825928,0.8548536896705627,6.207514502420963e-07,0.5191035866737366,0.8387393355369568,-0.014327793382108212,0.4572867751121521,0.7769404649734497,-0.020509837195277214,0.41714364290237427,0.7295830845832825,-0.03058472089469433,0.37595635652542114,0.6976740956306458,-0.03972504287958145,0.4678763747215271,0.6532611846923828,0.004765172488987446,0.42587730288505554,0.5936988592147827,-0.008179343305528164,0.40200063586235046,0.5589412450790405,-0.018198354169726372,0.3815072178840637,0.5235117077827454,-0.026593560352921486,0.5116766691207886,0.6322610378265381,-0.006400508806109428,0.5093570351600647,0.5352159738540649,-0.02435106597840786,0.5099401473999023,0.47007521986961365,-0.03989095240831375,0.5113468170166016,0.4126562476158142,-0.04954184219241142,0.5554726719856262,0.6424512267112732,-0.021090976893901825,0.5473683476448059,0.5941917896270752,-0.0542941689491272,0.5489022731781006,0.6651992797851562,-0.06012909859418869,0.553404688835144,0.7161056399345398,-0.05549833923578262,0.5977401733398438,0.666369616985321,-0.036599840968847275,0.5818043351173401,0.6565550565719604,-0.066158227622509,0.5734530091285706,0.7156928181648254,-0.06716525554656982,0.5706766247749329,0.7597025632858276,-0.061729829758405685
A,0.6095575094223022,0.8380934000015259,2.542537629324215e-07,0.5534104704856873,0.8209438920021057,-0.01615453138947487,0.5114481449127197,0.7530425786972046,-0.017827430739998817,0.5378841757774353,0.6970304846763611,-0.01832025870680809,0.5718874335289001,0.6599522233009338,-0.0209074467420578,0.4919140040874481,0.6491195559501648,-0.004497243091464043,0.44348981976509094,0.5944597721099854,-0.011012484319508076,0.4134509563446045,0.5544127225875854,-0.01783270202577114,0.3876086175441742,0.5167191028594971,-0.026880215853452682,0.5292783975601196,0.6183632016181946,-0.013314185664057732,0.5123482346534729,0.5338903665542603,-0.018266286700963974,0.5094274282455444,0.4844864308834076,-0.028780274093151093,0.5097205638885498,0.44120508432388306,-0.03738460689783096,0.5686310529708862,0.620314359664917,-0.02592167817056179,0.5607501864433289,0.5508815050125122,-0.04656754806637764,0.5548802018165588,0.4880800247192383,-0.07300567626953125,0.5520905256271362,0.42557385563850403,-0.09317601472139359,0.6079246401786804,0.6431359052658081,-0.03907717764377594,0.5870615839958191,0.6502271294593811,-0.06977328658103943,0.579623281955719,0.7002664804458618,-0.08378247916698456,0.5775225758552551,0.7392171621322632,-0.09361054748296738
